Topic,Count,Name,Representation,Representative_Docs
63,36,63_ladang_tangerang_jagung_ditumbuhi,"['ladang', 'tangerang', 'jagung', 'ditumbuhi', 'bantarpanjang', 'tigaraksa', 'terbengkalai', 'polresta', 'diresmikan', 'rumput']","['polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program']"
64,35,64_tugas_tugasnya_emang_harusnya,"['tugas', 'tugasnya', 'emang', 'harusnya', 'lah', 'ya', 'dia', 'tua', 'emg', 'udh']","['tugas presiden tu emang apa ya', 'lah kan emg tugasnya tolol ga mau cape mah ngapain jd presiden', 'kan emg tugasnya kalo ga sanggup dan udah tua ngapain jadi presiden']"
65,35,65_musa_tongkat_nabi_punya,"['musa', 'tongkat', 'nabi', 'punya', 'tidak', 'media', 'sbgai', 'jatah', 'apa', 'ndak']","['presiden janji bangun rumah korban banjir longsor aceh sebut tak punya tongkat nabi musa', 'apa mau dikata pak presiden tidak punya tongkat nabi musa', 'presiden tidak punya tongkat nabi musa']"
66,34,66_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
67,34,67_jd_gue_gak_terlalu,"['jd', 'gue', 'gak', 'terlalu', 'bgt', 'diatur', 'aja', 'kl', 'typo', 'mamarika']","['gue udah mewanti ortu buat jangan asal pilih presiden lagi nanti tahun mendatang gue jg nyesel bgt dulu pernah pro jkw kok pdhl aslinya semanipulatif itu bersyukur gue kuliah ambil sosio jd bikin gue melek bgt', 'yg diingat cumn saat dia dikatain tp gak baca kritik yg santun kl sadar gak semua org suka mbok yaa diam bae dirmh gak ush sok sibuk validasi diri jd presiden terbaik menjadikan semua mantan presiden musuhnya menjadikan presiden skrg jd rivalnya buat apa coba', 'hmmm tp klo udh ke presiden sih hope gue tinggi ya syg bgt klo indo cmn jdi cukup aja hrus ada pemimpin yg brani ngedobrak ngelead dgn brani utk jd negara maju indo sudah terlalu bnyk ditindas gue rasa']"
68,34,68_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
69,34,69_aceh_ketiganya_menunda_pakistan,"['aceh', 'ketiganya', 'menunda', 'pakistan', 'keselamatan', 'agenda', 'rusia', 'meninjau', 'prioritas', 'tetap']","['dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir']"
70,34,70_pembalakan_liar_pengawasan_ketat,"['pembalakan', 'liar', 'pengawasan', 'ketat', 'semuatanganibencana', 'logging', 'tamiang', 'illegal', 'tertibkan', 'ditertibkan']","['presiden prabowo mendesak pengawasan ketat atas pembalakan liar saat meninjau banjir di aceh tamiang semuatanganibencana', 'tinjau banjir aceh tamiang presiden prabowo desak pengawasan ketat pembalakan liar semuatanganibencana', 'tegas presiden prabowo tinjau banjir aceh tamiang desak pengawasan ketat pembalakan liar semuatanganibencana']"
71,34,71_selangkah_menyusun_mengegolkannya_ruupemilu,"['selangkah', 'menyusun', 'mengegolkannya', 'ruupemilu', 'politikus', 'skenario', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
72,34,72_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
73,33,73_iran_araghchi_lebanon_kami,"['iran', 'araghchi', 'lebanon', 'kami', 'abbas', 'perundingan', 'nuklir', 'isr', 'menlu', 'suriah']","['menlu iran lontarkan tuduhan keras sebut as tidak jujur dalam isu global terutama soal sanksi dan perjanjian nuklir baca detail kecaman diplomatik iran narayapost iran as diplomasi geopolitik timurtengah', 'menlu iran araghchi tetanggatetangga kami adalah prioritas kami ini adalah prinsip terpenting dalam kebijakan luar negeri republik islam iran hubungan republik islam iran dengan federasi rusia adalah sebuah kemitraan strategis', 'pejabat saudi kunjungi iran untuk bahas gaza amp suriah wakil menlu saudi saud bin mohammed alsati akan melakukan perjalanan ke iran untuk membahas hubungan bilateral dan isu regional menurut kemenlu iran via wana ia juga dijadwalkan bertemu menlu iran abbas araghchi']"
74,33,74_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
75,33,75_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
76,33,76_reformasi_polri_tim_kapolri,"['reformasi', 'polri', 'tim', 'kapolri', 'kepolisian', 'jimly', 'komisi', 'dicopot', 'pak', 'menyelenggarakan']","['banyak pertanyaan tentang kinerja reformasi kepolisian adakah kemajuan yang sudah dicapai dan apakah tim reformasi kepolisian itu diperlukan sesuai perintah presidensaya sudah mengingatkan tim reformasi kepolisian harus merevisi terlebih dahulu uu tentang kepolisan ri hening', 'trus apa langkah yg d lakukan oleh tim reformasi ini udh terangan sekali polri melawan aturan negara ini bubarkan aj tim reformasi klo kalian g bisa kasih masukan k presiden gimana pak', 'presiden aja takut sama kapolri buat tim reformasi polri kapolri nya masuk jd anggota reformasi polri aja udah aneh gimana kalau yg jd masalah kapolri nya']"
77,33,77_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
78,32,78_program_gratis_lewat_rumah,"['program', 'gratis', 'lewat', 'rumah', 'prabowo', 'makin', 'masa', 'inovasi', 'cek', 'depan']","['presiden prabowo kunjungi korban bencana tiga kali ini bukti kepedulian negara untuk prabowo bangun kembali semua rumah rusak lewat program rekonstruksi pascabencana yang sulit ini semangat gotong royong kita', 'program juta rumah dari presiden prabowo bikin semua orang punya harapan baru', 'semua rumah warga yang rusak akan diganti negara janji beliau ini adalah tekad pemerintah untuk prabowo bangun kembali masa depan lebih baik lewat program rekonstruksi pascabencana yang menyeluruh']"
79,32,79_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
80,31,80_dg_jokowi_amsterdam_paris,"['dg', 'jokowi', 'amsterdam', 'paris', 'bersihkan', 'bertanya', 'diaspora', 'jawaban', 'sigit', 'orangorang']","['dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu', 'dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu', 'dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu']"
81,31,81_pak_mhn_halah_keren,"['pak', 'mhn', 'halah', 'keren', 'gmana', 'presidenpresidennya', 'receh', 'peenah', 'maluin', 'klg']","['ga berani pak', 'keren pak anies semoga pak anies jadi presiden ke semangat pak', 'pak presiden ini semua temen bobby kertanegara pls save them pak saveplgsebanga savetessonilo savesumatra']"
82,30,82_dubes_ri_miring_komentarnya,"['dubes', 'ri', 'miring', 'komentarnya', 'usulkan', 'membela', 'bersangkutan', 'melayani', 'melindungi', 'pdhal']","['sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri']"
83,30,83_anggapan_bersumber_waspada_terlebih,"['anggapan', 'bersumber', 'waspada', 'terlebih', 'menilai', 'mengingatkan', 'narasi', 'suka', 'pihak', 'kekuatan']","['presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber']"
84,30,84_juga_nyuruh_gak_lu,"['juga', 'nyuruh', 'gak', 'lu', 'iblis', 'tipu', 'masing', 'elu', 'jelek', 'enggak']","['ga nyuruh jd presiden juga si', 'ya tinggal bilang aja gw juga ilfeel sama lu dalam dunia kerja amp bisnis mau lu sebel sm partner tetep aja kasih muka manis walaupun muak sm kelakuannya suruh lah temen lu niru pejabat indo suka kritik presiden tp ditawarin jabatan langsung bela presiden', 'lebih jelek lagi elu presiden bukan kaya juga enggak terkenal juga enggak julid kayak iblis bacot doang nol prestasi lu tu iblis jelmaan lucifer tau kaga hidupmu isinya amarah dendam sakit hati suka mengolok olok']"
85,29,85_dubes_ri_miring_komentarnya,"['dubes', 'ri', 'miring', 'komentarnya', 'usulkan', 'membela', 'bersangkutan', 'melayani', 'melindungi', 'pdhal']","['sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri']"
86,28,86_anggapan_bersumber_waspada_terlebih,"['anggapan', 'bersumber', 'waspada', 'terlebih', 'menilai', 'mengingatkan', 'narasi', 'suka', 'pihak', 'kekuatan']","['presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber']"
87,28,87_juli_raja_buntut_pemanfaatan,"['juli', 'raja', 'buntut', 'pemanfaatan', 'antoni', 'mengambil', 'kehutanan', 'paripurna', 'usaha', 'sidang']","['pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut']"
88,26,88_dijawab_harus_oleh_ini,"['dijawab', 'harus', 'oleh', 'ini', '', '', '', '', '', '']","['harus dijawab ini oleh', 'harus dijawab ini oleh', 'harus dijawab ini oleh']"
89,25,89_data_terima_bapak_kesalahan,"['data', 'terima', 'bapak', 'kesalahan', 'baikbaik', 'terdapat', 'pembantu', 'tag', 'informasi', 'syariah']","['pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih']"
90,25,90_telah_air_dilaporkan_dihadapi,"['telah', 'air', 'dilaporkan', 'dihadapi', 'keterangannya', 'ketersediaan', 'menyoroti', 'kekurangan', 'ditangani', 'telco']","['presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak']"
91,24,91_sumatera_sugiono_belum_bantuan,"['sumatera', 'sugiono', 'belum', 'bantuan', 'negeri', 'takaichi', 'sumber', 'luar', 'asing', 'menlu']","['menteri luar negeri sugiono memimpin pengiriman bantuan kemanusiaan diplomat peduli untuk masyarakat terdampak bencana di aceh sumatera utara dan sumatera barat di halaman kantor kementerian luar negeri menlu sugiono menyebut pengiriman bantuan ini merupakan tindak lanjut', 'ya benar menlu sugiono menyatakan pada desember bahwa indonesia belum membuka pintu bantuan luar negeri untuk bencana di sumatera karena masih mampu ditangani secara nasional ia menambahkan bantuan bisa dibuka jika diperlukan sumber metro tv', 'ri belum terima bantuan luar negeri untuk bencana sumatra ini kata menlu sugiono']"
92,24,92_pangan_harga_pokok_dijaga,"['pangan', 'harga', 'pokok', 'dijaga', 'stabil', 'ketahanan', 'stabilitas', 'sembari', 'meminta', 'perekonomian']","['presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak']"
93,24,93_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
94,24,94_rebut_ayo_bersatu_kedaulatan,"['rebut', 'ayo', 'bersatu', 'kedaulatan', 'rakyat', 'kembali', 'jejakdigital', 'arsip', 'nasional', '']","['ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat']"
95,24,95_pembenci_mohon_maaf_bagi,"['pembenci', 'mohon', 'maaf', 'bagi', 'para', 'presiden', '', '', '', '']","['mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden']"
96,23,96_meriah_terisolasi_zonauang_amp,"['meriah', 'terisolasi', 'zonauang', 'amp', 'takengon', 'juga', 'bener', 'mau', 'riba', 'berita']","['mantap daerahdaerah yang sempet terisolasi kayak takengon amp bener meriah itu udah mulai dibuka aksesnya lho presiden prabowo apresiasi banget kerja keras petugas di lapangan yang udah matimatian buka jalan salut aceh tamiang juga udah nyambung zonauang', 'nggak cuma itu akses jalan ke daerah terisolasi kayak takengon amp bener meriah juga lagi digeber biar cepet kebuka lagi presiden prabowo bahkan ngecek sendiri proses pembukaan akses ini biar warga di sana nggak makin terisolasi jalan ke aceh zonauang', 'presiden prabowo tinjau takengon amp bener meriah yang sempat terisolasi kerennya upaya pembukaan akses jalan terus digenjot maksimal petugas jembatan di bener meriah udah berfungsi jalur ke aceh tamiang pun kini sudah tembus jadi bantuan bisa zonauang']"
97,23,97_dipukul_warsidi_priuk_jamaah,"['dipukul', 'warsidi', 'priuk', 'jamaah', 'lawannya', 'contohnya', 'orba', 'islam', 'jaman', 'peristiwa']","['kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni', 'kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni', 'kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni']"
98,23,98_pembenci_mohon_maaf_bagi,"['pembenci', 'mohon', 'maaf', 'bagi', 'para', 'presiden', '', '', '', '']","['mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden']"
99,23,99_rusia_putin_vladimir_ukraina,"['rusia', 'putin', 'vladimir', 'ukraina', 'bertemu', 'moskow', 'seskab', 'sisi', 'btw', 'mendampingi']","['presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal']"
100,22,100_breaking_advokasi_menempuh_ap,"['breaking', 'advokasi', 'menempuh', 'ap', 'news', 'pimpinan', 'lbh', 'menetapkan', 'jalur', 'menyatakan']","['breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah']"
101,21,101_pusat_pulihkan_pasca_bangkit,"['pusat', 'pulihkan', 'pasca', 'bangkit', 'infrastruktur', 'pemerintah', 'dukungan', 'penuh', 'darurat', 'bencana']","['pemerintah pusat di bawah arahan presiden prabowo siap memberi dukungan penuh pembangunan jalur darurat prabowo pulihkan infrastruktur agar bangsa bangkit pasca bencana', 'pemerintah pusat memberi dukungan penuh sesuai arahan presiden prabowo prabowo pulihkan infrastruktur agar daerah terdampak bangkit pasca bencana', 'pemerintah pusat di bawah arahan presiden prabowo prabowo pulihkan infrastruktur demi bangkit pasca bencana']"
102,21,102_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
103,21,103_tertukar_jitak_part_seumuran,"['tertukar', 'jitak', 'part', 'seumuran', 'sapa', 'yang', 'tokoh', 'pemberontakan', 'siapalah', 'ywdah']","['presiden yang itu harus melihat presiden jitak yang bekerja menangani kebingungan warga akan konten jitak dengan sebaik ini', 'tokoh dunia yang seumuran dengan presiden ri part', 'tokoh dunia yang seumuran dengan presiden ri part']"
104,21,104_lu_dikritik_bayangin_seperti,"['lu', 'dikritik', 'bayangin', 'seperti', 'akan', 'apa', 'seorang', 'lakukan', 'terus', 'menlu']","['bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan']"
